Series Name,Series Code,Country Name,Country Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Netherlands,NLD,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,New Caledonia,NCL,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,New Zealand,NZL,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Papua New Guinea,PNG,10.2678183735887,11.7301999462821,16.5389370317287,14.9497744706072,19.4319514572427
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Poland,POL,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Portugal,PRT,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Romania,ROU,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Russian Federation,RUS,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Samoa,WSM,4.11913974225405,2.93082097456473,2.16877931784567,4.8363645550425,4.23188127028159
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,San Marino,SMR,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Saudi Arabia,SAU,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Serbia,SRB,13.4598956889194,9.23632670482466,8.87220730453084,8.98177275308273,7.86177099414544
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Seychelles,SYC,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Singapore,SGP,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Slovak Republic,SVK,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Solomon Islands,SLB,1.61114247222583,2.01987094517087,0.744750001445213,0.733584688762022,1.8028551578882
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,South Africa,ZAF,5.64449464595724,8.36969118385134,6.46340933000021,6.92906967291115,6.10225661323513
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Spain,ESP,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,St. Lucia,LCA,2.61594652059409,3.05797211955917,2.52691474012272,2.40482212276965,3.09273964433712
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,St. Martin (French part),MAF,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,St. Vincent and the Grenadines,VCT,5.00187175413577,4.73763286815838,3.74945320732658,3.60578132181022,3.60826465833946
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Sweden,SWE,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Switzerland,CHE,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Tunisia,TUN,7.91563367292302,7.92400195981335,9.59458773450081,9.59385449437759,11.290239987822
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Turkiye,TUR,11.4782870410371,12.121373174225,9.00760895509234,7.71807967527467,6.8967047087776
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Ukraine,UKR,8.95614166872464,10.8722201062308,7.47223001873506,6.44901285261203,4.259878871051
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,United Kingdom,GBR,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,United States,USA,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Norway,NOR,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Slovenia,SVN,..,..,..,..,..
Net migration,SM.POP.NETM,Albania,ALB,-23094,-16680,-32848,-16426,-25357
Net migration,SM.POP.NETM,Andorra,AND,1245,572,1514,1102,1061
Net migration,SM.POP.NETM,Armenia,ARM,-14330,-13046,-19457,38001,75000
Net migration,SM.POP.NETM,Australia,AUS,207142,44447,116768,140972,140232
Net migration,SM.POP.NETM,Austria,AUT,41090,39601,52150,157365,4819
Net migration,SM.POP.NETM,Azerbaijan,AZE,384,1073,1073,9086,-84122
Net migration,SM.POP.NETM,"Bahamas, The",BHS,1002,0,481,1001,1001
Net migration,SM.POP.NETM,Belarus,BLR,-33954,-33954,-33954,-8000,-3034
Net migration,SM.POP.NETM,Belgium,BEL,58469,43777,24017,118615,41679
Net migration,SM.POP.NETM,Bosnia and Herzegovina,BIH,-27841,-26840,-25865,-485,-485
Net migration,SM.POP.NETM,Brazil,BRA,-129216,-78437,-208581,-253639,-240059
Net migration,SM.POP.NETM,Canada,CAN,387685,256592,198867,459988,433842
Net migration,SM.POP.NETM,Channel Islands,CHI,900,858,933,820,860
Net migration,SM.POP.NETM,"Congo, Dem. Rep.",COD,-144920,-1633,-64639,-14991,-14992
Net migration,SM.POP.NETM,"Congo, Rep.",COG,-6268,-4472,-4476,-995,-995
Net migration,SM.POP.NETM,Costa Rica,CRI,1653,1029,1018,1006,995
Net migration,SM.POP.NETM,Cote d'Ivoire,CIV,2043,-12390,1322,26777,6002
Net migration,SM.POP.NETM,Croatia,HRV,-13239,-8552,-4517,11681,10202
Net migration,SM.POP.NETM,Cyprus,CYP,9983,9653,9341,9014,8697
Net migration,SM.POP.NETM,Czechia,CZE,5553,4336,4111,329739,-14638
Net migration,SM.POP.NETM,Denmark,DNK,9488,10851,26887,60219,31006
Net migration,SM.POP.NETM,Dominica,DMA,-228,-225,-224,-202,-199
Net migration,SM.POP.NETM,Ecuador,ECU,54921,-10320,-28503,-23090,-21948
Net migration,SM.POP.NETM,"Egypt, Arab Rep.",EGY,7050,6016,6161,13707,305006
Net migration,SM.POP.NETM,El Salvador,SLV,-55144,-25213,-27343,-23255,-23253
Net migration,SM.POP.NETM,Equatorial Guinea,GNQ,14695,0,6493,3997,3997
Net migration,SM.POP.NETM,Eritrea,ERI,-29818,-14967,-14966,-17134,-15284
Net migration,SM.POP.NETM,Estonia,EST,5386,3694,7043,39754,5717
Net migration,SM.POP.NETM,Faroe Islands,FRO,670,548,662,614,599
Net migration,SM.POP.NETM,Finland,FIN,15671,17504,22484,60353,38156
Net migration,SM.POP.NETM,France,FRA,71972,145593,131465,179377,91862
Net migration,SM.POP.NETM,French Polynesia,PYF,-2816,-1443,-1348,-1348,-1348
Net migration,SM.POP.NETM,Georgia,GEO,-5412,-2738,-2738,26999,2003
Net migration,SM.POP.NETM,Germany,DEU,319082,203468,310264,981552,609553
Net migration,SM.POP.NETM,Gibraltar,GIB,475,514,561,613,689
Net migration,SM.POP.NETM,Greece,GRC,36762,6353,-160277,-53997,-159430
Net migration,SM.POP.NETM,Greenland,GRL,-308,-328,-324,-323,-318
Net migration,SM.POP.NETM,Grenada,GRD,-181,0,-69,-190,-190
Net migration,SM.POP.NETM,Guatemala,GTM,-57746,-23927,-29908,-8463,-8940
Net migration,SM.POP.NETM,Guinea,GIN,-3240,-4365,-4373,-3997,-3997
Net migration,SM.POP.NETM,Guinea-Bissau,GNB,-1395,-1394,-1395,-1400,-1400
Net migration,SM.POP.NETM,Guyana,GUY,-20603,-1743,-689,-6161,-6161
Net migration,SM.POP.NETM,Honduras,HND,-6546,-6199,-5777,-5374,-5044
Net migration,SM.POP.NETM,Hungary,HUN,34339,9147,20372,41871,49213
Net migration,SM.POP.NETM,Iceland,ISL,5030,2498,4911,6535,4630
Net migration,SM.POP.NETM,Ireland,IRL,29663,15746,27419,93535,43873
Net migration,SM.POP.NETM,Isle of Man,IMN,237,219,192,199,196
Net migration,SM.POP.NETM,Israel,ISR,16134,16573,16859,50004,9999
Net migration,SM.POP.NETM,Italy,ITA,46634,85281,157327,231228,150189
Net migration,SM.POP.NETM,Jamaica,JAM,-10335,0,-4665,-10003,-10003
Net migration,SM.POP.NETM,Japan,JPN,318190,42001,-34996,175003,175003
Net migration,SM.POP.NETM,Jordan,JOR,-23156,6745,6573,-17445,-17445
Net migration,SM.POP.NETM,Kazakhstan,KAZ,2594,-8716,-9804,45755,-4822
Net migration,SM.POP.NETM,Kenya,KEN,-61949,-17111,-52552,-10003,-10003
Net migration,SM.POP.NETM,Kiribati,KIR,-705,0,-348,-395,-485
Net migration,SM.POP.NETM,Kosovo,XKX,-28829,2815,-38584,-28588,-28754
Net migration,SM.POP.NETM,Latvia,LVA,-3416,-3147,-280,22027,7966
Net migration,SM.POP.NETM,Liechtenstein,LIE,271,269,187,212,214
Net migration,SM.POP.NETM,Luxembourg,LUX,10503,6967,8724,13194,5905
Net migration,SM.POP.NETM,North Macedonia,MKD,-24204,-23458,-5483,-5296,-5597
Net migration,SM.POP.NETM,Malta,MLT,20302,6904,4638,2480,6591
Net migration,SM.POP.NETM,Marshall Islands,MHL,-2030,-2004,-2016,-1829,-1832
Net migration,SM.POP.NETM,Mauritania,MRT,-3019,-1483,-1483,2999,2999
Net migration,SM.POP.NETM,Mauritius,MUS,-5202,-5895,-4324,-2824,-2824
Net migration,SM.POP.NETM,Moldova,MDA,-41233,-33405,-33405,89154,-18570
Net migration,SM.POP.NETM,Monaco,MCO,-198,999,999,995,88
Net migration,SM.POP.NETM,Montenegro,MNE,-4083,-3310,-2344,26332,12000
Net migration,SM.POP.NETM,Morocco,MAR,-91217,-35474,-47902,-38594,-39650
Net migration,SM.POP.NETM,Netherlands,NLD,109003,67598,106416,224472,144558
Net migration,SM.POP.NETM,New Caledonia,NCL,-2335,-1181,-1181,485,485
Net migration,SM.POP.NETM,New Zealand,NZL,69770,42124,-14944,21404,21404
Net migration,SM.POP.NETM,Papua New Guinea,PNG,22978,10703,10703,-787,-787
Net migration,SM.POP.NETM,Poland,POL,7696,3920,2251,967744,-7824
Net migration,SM.POP.NETM,Portugal,PRT,63031,54076,69606,68696,29102
Net migration,SM.POP.NETM,Romania,ROU,-27909,-13202,-17731,89076,-27780
Net migration,SM.POP.NETM,Russian Federation,RUS,336494,334094,314112,765629,27807
Net migration,SM.POP.NETM,Samoa,WSM,-2313,-2299,-2860,-2837,-2810
Net migration,SM.POP.NETM,San Marino,SMR,187,247,-368,-403,-190
Net migration,SM.POP.NETM,Saudi Arabia,SAU,191582,-74725,-106287,977072,325691
Net migration,SM.POP.NETM,Serbia,SRB,-18891,-10220,-8974,40118,4348
Net migration,SM.POP.NETM,Seychelles,SYC,1770,1726,2086,1788,1809
Net migration,SM.POP.NETM,Singapore,SGP,870,-145556,-44030,214842,26996
Net migration,SM.POP.NETM,Sint Maarten (Dutch part),SXM,526,519,498,564,567
Net migration,SM.POP.NETM,Slovak Republic,SVK,3128,4350,-8172,92314,4933
Net migration,SM.POP.NETM,Solomon Islands,SLB,-1990,1556,1499,1567,1636
Net migration,SM.POP.NETM,South Africa,ZAF,331124,369901,458246,233284,228222
Net migration,SM.POP.NETM,Spain,ESP,464783,236854,144385,299779,119099
Net migration,SM.POP.NETM,St. Lucia,LCA,0,0,0,0,0
Net migration,SM.POP.NETM,St. Martin (French part),MAF,-2682,-2853,-1209,-1475,-1697
Net migration,SM.POP.NETM,St. Vincent and the Grenadines,VCT,-982,-493,-851,-826,-784
Net migration,SM.POP.NETM,Sweden,SWE,72619,37302,51947,58955,55209
Net migration,SM.POP.NETM,Switzerland,CHE,44517,55523,50665,96424,45098
Net migration,SM.POP.NETM,Tunisia,TUN,-19612,-19188,-9190,-14001,-14001
Net migration,SM.POP.NETM,Turkiye,TUR,-15690,37934,20283,-301544,-318070
Net migration,SM.POP.NETM,Turks and Caicos Islands,TCA,1359,682,682,193,193
Net migration,SM.POP.NETM,Ukraine,UKR,-6908,-4167,-1129,-5699445,-299961
Net migration,SM.POP.NETM,United Kingdom,GBR,232727,144221,462967,487029,445523
Net migration,SM.POP.NETM,United States,USA,1774500,329769,674787,1319009,1322668
Net migration,SM.POP.NETM,Norway,NOR,25707,11277,19804,58040,53806
Net migration,SM.POP.NETM,Slovenia,SVN,16352,28514,2477,9014,5339
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Albania,ALB,119679640.769479,124630375.669198,140344309.701299,149489653.212121,178276905.235549
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Andorra,AND,91484853.444657,83804274.980466,70514090.7029224,123883259.200784,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Armenia,ARM,362671834.147856,304365569.428434,352775607.719648,605440454.645195,535930537.81696
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Australia,AUS,7438424190.33028,4354448930.29543,3785919242.04078,6530528854.30705,10317028789.6747
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Austria,AUT,6423312126.48802,6214084544.94524,6878204794.58874,6949674700.78465,8129050456.48142
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Azerbaijan,AZE,621549000,731878000,812858000,811938000,674780000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Bahamas, The",BHS,206936185.690005,235468493.520002,246134328.020002,216507922.479998,295653593.059998
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Belarus,BLR,185900000,245200000,240200939.05,164657870.37,113931580.04
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Belgium,BEL,5348935400.56812,6066880104.35842,7063245870.70707,7877562509.65911,10616193570.2879
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bosnia and Herzegovina,BIH,84373799.5566988,96760344.4839983,110328943.591715,107867530.396403,136902834.922731
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Brazil,BRA,2231583198.17,1607787352.21,1755081763.44,2238383172.35,2286426744.26
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Canada,CAN,8763218444.02473,7458003424.31636,8156966073.45161,8328009711.61056,8593389624.59289
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Channel Islands,CHI,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Congo, Dem. Rep.",COD,1004481694.54917,746031300.590414,730580419.040347,2048156987.53082,1705322510.47819
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Congo, Rep.",COG,48271835.4216927,48661711.3350389,78323890.7341008,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Costa Rica,CRI,528443216.045356,490881074.901057,541463307.521034,561856358.839613,538132890.913712
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cote d'Ivoire,CIV,908280381.780388,935869792.935591,1011590171.34568,1428226344.25477,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Croatia,HRV,567530149.594149,636431618.120187,781830977.056277,937682353.179115,1290461558.23314
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cyprus,CYP,840805788.000441,863632112.032104,963286622.002499,833379821.598221,983919522.038622
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Czechia,CZE,4717191518.91213,4396302692.55773,5589221375.10529,5689640348.41623,5791692232.16398
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Denmark,DNK,3362973683.36445,3402494768.38661,3723091817.22738,3859912781.21319,4317453941.45455
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Dominica,DMA,25718457.7518519,13328885.2592593,12361193.4407407,12217742.1740741,12708226.6687446
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Ecuador,ECU,654668980.287942,518019671.491921,603966053.491175,636527720.95095,707244212.203466
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Egypt, Arab Rep.",EGY,471900000,444900000,442100000,395400000,358600000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,El Salvador,SLV,233048594.23,186719421.6,261313248.949999,274944407.759998,260561430.569999
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Equatorial Guinea,GNQ,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Eritrea,ERI,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Estonia,EST,249205376.651593,244632769.074542,286176479.458658,332424142.586256,295464376.064294
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Faroe Islands,FRO,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Finland,FIN,1412658204.51838,1388273931.85395,1492796218.32612,1479117309.79438,1504579027.42374
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,France,FRA,15316416481.3607,14526389992.2792,18953440927.1356,18031952589.5063,19836766104.6099
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,French Polynesia,PYF,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Georgia,GEO,169883742.14,76894985.62,106326823.78,290325550.37,324455252.56
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Germany,DEU,19384946880.7898,19378908218.0762,21305170353.9682,22240905186.7425,22993939430.586
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Gibraltar,GIB,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Greece,GRC,2666198439.3111,2725263243.97498,2937563888.47747,2937323542.57294,2983148776.75966
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Greenland,GRL,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Grenada,GRD,55659995.9882995,49669769.2384621,50335138.550314,49748567.0370371,55436202.2222222
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Guatemala,GTM,18007690,18664570,19967930,23852430,28297060
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Guinea,GIN,82690000,22620000,43550000,134925700,89470000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Guinea-Bissau,GNB,98051579.0071256,78641175.5067948,89262870.7997894,78747312.3516105,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Guyana,GUY,149060525.506631,130319223.245137,196704925.737236,153417735.554229,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Honduras,HND,329933337.227852,291710443.51771,343863185.266493,338519060.914976,339201014.513672
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Hungary,HUN,1019271487.84643,930288532.0737,1000529508.71945,1087423125.39216,1585066629.06757
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Iceland,ISL,376636294.163872,281005317.839589,322572974.299795,352847126.543157,451427571.467529
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Ireland,IRL,756609825.541117,2135083228.8244,2112665543.00145,2400590814.38042,2761798458.65581
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Isle of Man,IMN,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Israel,ISR,5909500000,5549900000,6543800000,7613900000,6248100000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Italy,ITA,9577332780.60054,10194686590.9858,12286886853.7518,11587287040.3139,12226625081.3526
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Jamaica,JAM,324882512.018689,306275537.876392,346664665.401984,363448201.390611,344458793.853628
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Japan,JPN,6827885453.32527,8245330486.37685,6133593629.67698,4529698512.6893,5933845232.25481
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Jordan,JOR,574788732.394366,393098591.549296,531971830.985915,522253521.126761,543521126.760563
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kazakhstan,KAZ,2660169693.95828,2175506672.84849,2591298520.29506,2754164513.8355,2808548036.34557
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kenya,KEN,2563928.55203916,8394378.96715598,8973960.1604371,11426138.355277,39864778.3383717
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kiribati,KIR,1029772.43083919,1056088.02779608,1198951.33016692,1612317.12142487,1542579.76528993
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kosovo,XKX,42016018.4361818,49721161.4593699,53002697.3353182,60712231.8666469,65150901.0348534
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Latvia,LVA,240536845.373374,174638567.175095,397963583.405483,593085475.933444,477771414.426737
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Liechtenstein,LIE,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Luxembourg,LUX,14103454421.4836,14272287295.6944,16671206773.1841,16296307234.1325,18005690487.3905
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,North Macedonia,MKD,21972421,27313816,26035886,22418837.7,24222305.2878538
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Malta,MLT,133113496.298429,136129506.690206,151706277.699134,168680792.319941,201068478.740922
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Marshall Islands,MHL,16047952.6682637,17684289.6565206,13546081.0876279,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mauritania,MRT,10091814.7753287,38619252.2260922,22383067.1799315,22860178.9889599,11706367.5259791
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mauritius,MUS,822789626.704697,1102388946.29849,1357599987.53641,1278876028.99619,892322617.8279
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Moldova,MDA,180740000,207370000,293470000,519180000,450980000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Monaco,MCO,..,..,..,..,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Montenegro,MNE,123350542.045177,98244951.678577,103808013.877626,123410267.489741,144589754.079138
